gene_idx,raw_train_pcc,direct_train_pcc,ridge_train_pcc,stack_train_pcc,decision
130,0.18780845403671265,0.21510905027389526,0.1751100867986679,0.19837145507335663,stack
131,-0.02556489035487175,0.05962490290403366,0.02219492942094803,0.031786274164915085,direct(broken_raw)
132,0.39303386211395264,0.42863360047340393,0.3988560140132904,0.4200287163257599,stack
133,0.34451761841773987,0.37353697419166565,0.3558889329433441,0.3664426803588867,stack
134,0.455271452665329,0.5163251757621765,0.4731441140174866,0.4900304675102234,stack
135,0.07665766030550003,0.14849554002285004,0.08549856394529343,0.08809177577495575,direct(broken_raw)
136,0.34378281235694885,0.45274561643600464,0.3920420706272125,0.4147109091281891,direct(broken_raw)
137,0.4644957184791565,0.4917897582054138,0.44919535517692566,0.47311681509017944,stack
138,0.0281817764043808,0.07753481715917587,0.048631295561790466,0.05256015807390213,stack
139,0.10607306659221649,0.13221655786037445,0.10557498037815094,0.11977403610944748,stack
140,0.24374394118785858,0.27223727107048035,0.25977060198783875,0.26782211661338806,stack
141,0.20626097917556763,0.2757018208503723,0.25427842140197754,0.26859191060066223,direct(broken_raw)
142,0.31008437275886536,0.32570144534111023,0.31440454721450806,0.3258987367153168,stack
143,0.17272219061851501,0.26784104108810425,0.2262261062860489,0.23768790066242218,direct(broken_raw)
144,0.10642547905445099,0.15998706221580505,0.17089255154132843,0.17986488342285156,direct(broken_raw)
145,0.3563382923603058,0.3807959258556366,0.3659452795982361,0.38041165471076965,stack
146,0.5013453960418701,0.5404044389724731,0.5116435885429382,0.5270563364028931,stack
147,0.15540334582328796,0.24332772195339203,0.21118898689746857,0.22357401251792908,direct(broken_raw)
148,0.581886351108551,0.6125962734222412,0.6204532980918884,0.6267648935317993,stack
149,0.4577145278453827,0.484502911567688,0.45572853088378906,0.4748304486274719,stack
150,0.14863541722297668,0.16744489967823029,0.14145207405090332,0.1608634740114212,stack
151,0.1501133143901825,0.187247171998024,0.1661681830883026,0.1780228167772293,stack
152,0.1445106416940689,0.1663980633020401,0.16171005368232727,0.17100609838962555,stack
153,0.19749383628368378,0.21306674182415009,0.1808808445930481,0.20221377909183502,stack
154,0.15517958998680115,0.18918174505233765,0.16859382390975952,0.17902842164039612,stack
155,-0.0024801515974104404,0.11571980267763138,0.028597723692655563,0.027925290167331696,direct(broken_raw)
156,0.39429253339767456,0.42748570442199707,0.3881564736366272,0.40857481956481934,stack
157,0.15179087221622467,0.18481402099132538,0.1379934698343277,0.16578972339630127,stack
158,0.3579139709472656,0.4540398120880127,0.38708099722862244,0.4234221577644348,direct(broken_raw)
159,0.14053748548030853,0.20071035623550415,0.14009441435337067,0.16412027180194855,direct(broken_raw)
160,0.38479191064834595,0.4109829366207123,0.3792000412940979,0.4050837457180023,stack
161,0.5433333516120911,0.5698129534721375,0.544150710105896,0.5635536313056946,stack
162,0.3121320903301239,0.32145828008651733,0.3166283667087555,0.32659798860549927,stack
