gene_idx,raw_train_pcc,direct_train_pcc,ridge_train_pcc,stack_train_pcc,decision
24,0.190573051571846,0.25077715516090393,0.220378115773201,0.2354038655757904,direct(broken_raw)
25,0.3105168342590332,0.3498460054397583,0.31568676233291626,0.3270217478275299,stack
26,0.3623087704181671,0.3980332911014557,0.37100622057914734,0.3875313997268677,stack
27,0.20196014642715454,0.2489539384841919,0.24253682792186737,0.2532581090927124,stack
28,0.2506111264228821,0.3222298324108124,0.2000577300786972,0.26796430349349976,direct(broken_raw)
29,0.3279275596141815,0.3488409221172333,0.341523140668869,0.3520396947860718,stack
30,0.28169015049934387,0.3086795210838318,0.31839919090270996,0.3242708146572113,stack
31,0.017224444076418877,0.04562115669250488,0.016288476064801216,0.02208569645881653,stack
32,0.25879135727882385,0.30939990282058716,0.19158689677715302,0.2671729624271393,direct(broken_raw)
33,0.277530699968338,0.2912341058254242,0.27769261598587036,0.28902468085289,stack
34,0.43133440613746643,0.49711620807647705,0.4621560871601105,0.49117833375930786,stack
35,0.2222244292497635,0.2750369906425476,0.24707195162773132,0.2689458727836609,direct(broken_raw)
36,0.3588261604309082,0.3640534281730652,0.35438188910484314,0.36952340602874756,stack
37,0.6935707926750183,0.7250946760177612,0.7045873999595642,0.7247983813285828,stack
38,0.05752784013748169,0.09358225017786026,0.08443819731473923,0.08207789808511734,stack
39,0.37688204646110535,0.42036694288253784,0.4334535002708435,0.4368990361690521,stack
40,0.11947295069694519,0.170058935880661,0.12894797325134277,0.1402433216571808,direct(broken_raw)
41,0.6188809275627136,0.6335369944572449,0.6124616861343384,0.6345351338386536,stack
42,0.22594834864139557,0.2484753578901291,0.2410140037536621,0.254854679107666,stack
43,0.39928415417671204,0.42478132247924805,0.3972829282283783,0.41227686405181885,stack
44,0.28814974427223206,0.31789714097976685,0.3095847964286804,0.321499764919281,stack
45,0.34268298745155334,0.3726659119129181,0.3687180280685425,0.37728339433670044,stack
46,0.19828873872756958,0.22478178143501282,0.20298326015472412,0.21370048820972443,stack
47,0.17047445476055145,0.19747593998908997,0.1714881956577301,0.18503376841545105,stack
48,0.37542492151260376,0.3967035710811615,0.4114256203174591,0.4163924753665924,stack
49,0.31078919768333435,0.32595184445381165,0.32681819796562195,0.33575624227523804,stack
50,0.09726623445749283,0.12232669442892075,0.098751962184906,0.1092340275645256,stack
51,0.3952895402908325,0.4173707067966461,0.4228067696094513,0.42853906750679016,stack
52,0.5742571353912354,0.6047711372375488,0.6246236562728882,0.6296581029891968,stack
53,0.3646013140678406,0.3898739516735077,0.4018996059894562,0.40637198090553284,stack
54,0.4941914975643158,0.5110422372817993,0.5120910406112671,0.521188497543335,stack
55,0.38520506024360657,0.42641592025756836,0.42440152168273926,0.4316250681877136,stack
56,0.3994341492652893,0.41984298825263977,0.43522945046424866,0.43995359539985657,stack
57,0.2488728165626526,0.26982221007347107,0.27923715114593506,0.2909359335899353,stack
58,0.12007110565900803,0.147629976272583,0.1220526397228241,0.13030697405338287,stack
59,0.08051227778196335,0.12477422505617142,0.09954363852739334,0.10385631024837494,stack
60,0.18889260292053223,0.23853757977485657,0.2001848965883255,0.21157172322273254,stack
61,0.2422553300857544,0.26402702927589417,0.25392961502075195,0.263021320104599,stack
62,0.28883203864097595,0.33754250407218933,0.34484121203422546,0.3478728234767914,stack
63,0.2075822353363037,0.23868484795093536,0.24162326753139496,0.24565139412879944,stack
64,0.6540273427963257,0.6726169586181641,0.662051796913147,0.6750566959381104,stack
65,0.38431617617607117,0.45125168561935425,0.4232494831085205,0.44946253299713135,direct(broken_raw)
66,0.14368610084056854,0.16935814917087555,0.12168288975954056,0.1524607539176941,stack
67,0.6402397155761719,0.6659016013145447,0.6435477137565613,0.6610475778579712,stack
68,0.6720948815345764,0.7393479347229004,0.6318092942237854,0.6951873302459717,stack
69,0.24561670422554016,0.28183674812316895,0.23186683654785156,0.2563406527042389,stack
70,0.3092770278453827,0.33356013894081116,0.3159085512161255,0.33133506774902344,stack
71,0.15873830020427704,0.2026200294494629,0.10436193645000458,0.1490263044834137,raw
72,0.42066556215286255,0.4609646797180176,0.40373826026916504,0.432299941778183,stack
73,0.13916964828968048,0.21200250089168549,0.15510043501853943,0.17275820672512054,direct(broken_raw)
74,0.32083046436309814,0.39515557885169983,0.38459986448287964,0.40971842408180237,direct(broken_raw)
75,0.07922546565532684,0.10659917443990707,0.07962091267108917,0.08812375366687775,stack
76,0.152063250541687,0.17396150529384613,0.1502847522497177,0.16170136630535126,stack
77,0.024727078154683113,0.06771469116210938,0.049554191529750824,0.043725404888391495,stack
78,0.11798568814992905,0.14826729893684387,0.22521404922008514,0.2274448573589325,stack
79,0.003257130039855838,0.0723344013094902,0.008306351490318775,0.005109584424644709,direct(broken_raw)
80,0.3808189630508423,0.4378792345523834,0.42002198100090027,0.43471789360046387,direct(broken_raw)
81,0.01110945362597704,0.021394863724708557,0.03254152089357376,0.02819710783660412,stack
82,0.014297480694949627,0.036292266100645065,0.02305108681321144,0.023685073480010033,stack
83,0.2586158514022827,0.28154122829437256,0.280048668384552,0.2858731150627136,stack
84,0.09646593034267426,0.13471479713916779,0.23361550271511078,0.2352430820465088,stack
85,0.509917140007019,0.5216549634933472,0.5256091356277466,0.5366072654724121,stack
86,0.14472027122974396,0.17258109152317047,0.16068334877490997,0.16970348358154297,stack
87,0.6631239652633667,0.7027416825294495,0.6562139987945557,0.6833920478820801,stack
88,0.15676024556159973,0.18547773361206055,0.13865193724632263,0.17481182515621185,stack
89,0.010336785577237606,0.13990509510040283,0.0758494958281517,0.07412735372781754,direct(broken_raw)
90,0.6368849277496338,0.6578861474990845,0.672058641910553,0.6787922978401184,stack
91,0.006217195652425289,0.14860133826732635,0.0850725919008255,0.0844082310795784,direct(broken_raw)
92,0.5394795536994934,0.5625653266906738,0.5791552066802979,0.5842605233192444,stack
93,0.057125043123960495,0.08548568934202194,0.0654783621430397,0.07309634983539581,stack
94,0.16476137936115265,0.18976479768753052,0.21507345139980316,0.22236832976341248,stack
95,0.20791789889335632,0.23248355090618134,0.2012210637331009,0.21820227801799774,stack
96,0.022933723405003548,0.052985407412052155,0.04051113873720169,0.03318421170115471,stack
97,0.09222716093063354,0.10710485279560089,0.07444742321968079,0.09851854294538498,stack
98,0.3731038570404053,0.4076341390609741,0.3845183551311493,0.39826029539108276,stack
99,0.38747069239616394,0.4377705454826355,0.3235948085784912,0.39479508996009827,direct(broken_raw)
100,0.5942812561988831,0.6223122477531433,0.5842286348342896,0.6084204912185669,stack
101,0.4305661916732788,0.46421876549720764,0.43960484862327576,0.4608208239078522,stack
102,0.14062318205833435,0.16280652582645416,0.15289367735385895,0.1604076772928238,stack
103,0.08684039115905762,0.11156861484050751,0.11287759244441986,0.12146776169538498,stack
104,0.17698585987091064,0.268373966217041,0.2100295126438141,0.2337609976530075,direct(broken_raw)
105,0.26377129554748535,0.3113602101802826,0.28625690937042236,0.30234524607658386,stack
106,0.1623508334159851,0.20929765701293945,0.2019592672586441,0.21833573281764984,stack
107,0.2913501262664795,0.33566248416900635,0.2751976251602173,0.3146517276763916,stack
108,0.11495433002710342,0.11848805844783783,0.10840961337089539,0.12449560314416885,stack
109,0.48789024353027344,0.5106098055839539,0.4919169545173645,0.5066902041435242,stack
110,0.22149981558322906,0.3354092240333557,0.2006835788488388,0.25774267315864563,direct(broken_raw)
111,0.413311630487442,0.44065892696380615,0.4097432792186737,0.43047159910202026,stack
112,0.7842725515365601,0.8039849400520325,0.7786585688591003,0.8025917410850525,stack
113,0.6821179986000061,0.701382040977478,0.6982455253601074,0.7158167958259583,stack
114,0.319201797246933,0.3358077108860016,0.3578719198703766,0.36297810077667236,stack
115,0.1818319857120514,0.2547775208950043,0.19567184150218964,0.22215163707733154,direct(broken_raw)
116,0.33316829800605774,0.36828672885894775,0.301897794008255,0.3452055752277374,stack
117,0.3265118896961212,0.3415508568286896,0.3464049696922302,0.3528291881084442,stack
118,0.20539654791355133,0.21720142662525177,0.19498638808727264,0.21160101890563965,stack
119,0.7435892224311829,0.774522602558136,0.720598578453064,0.7550025582313538,stack
120,0.2733527719974518,0.3128398358821869,0.2886350154876709,0.30507606267929077,stack
121,0.5577985644340515,0.5960071086883545,0.5700289607048035,0.5910645723342896,stack
122,0.19561606645584106,0.2291344404220581,0.20062567293643951,0.2148105651140213,stack
123,0.35855093598365784,0.3969084620475769,0.4134596288204193,0.418681263923645,stack
124,0.22127263247966766,0.25671571493148804,0.25621214509010315,0.26365408301353455,stack
