label,slice1_PCC,slice1_SSIM,slice1_CMD,slice1_PCC[EPCAM],slice1_PCC[ESR1],slice1_PCC[PGR],slice2_PCC,slice2_SSIM,slice2_CMD,slice2_PCC[EPCAM],slice2_PCC[ESR1],slice2_PCC[PGR]
SpatialEx (baseline),0.2576603293418884,0.36777354743411944,0.20678647769971803,0.7587497778164708,0.2952789889469538,0.08329297911300489,0.27397772669792175,0.3823051814233063,0.20845344648752206,0.7930001941100808,0.31673730099354774,0.11417987007535493
