label,slice1_PCC,slice1_SSIM,slice1_CMD,slice1_PCC[EPCAM],slice1_PCC[ESR1],slice1_PCC[PGR],slice2_PCC,slice2_SSIM,slice2_CMD,slice2_PCC[EPCAM],slice2_PCC[ESR1],slice2_PCC[PGR]
SpatialEx_pro,0.29372525215148926,0.3840396369205551,0.19796539998619211,0.8002189016375363,0.344739405891615,0.12031083752255563,0.30645933747291565,0.39571866877926126,0.21045812500876304,0.8177435183917564,0.3553728195652132,0.13196282953279065
